timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
147,54.76901111713105,41.99421694709485
148,54.52369651515901,41.26954179564087
149,53.95370407139739,41.24424019888489
150,53.41056076499399,41.544186210469306
151,52.852348732441456,43.70717612079931
152,52.53807209726377,43.161044502018335
153,52.13630782161066,43.51555242267542
154,54.06170463376281,43.626475143716426
155,53.83966555054342,43.93506661254338
156,54.830794771991,44.4113356335706
157,54.58431272884125,44.21529750077218
158,53.53898699011717,43.845093969425214
159,53.722843067256726,43.59926784860858
160,52.87827493671306,43.93684377846724
161,52.68955296219718,44.25125645214243
162,52.60035360330021,43.91669918162694
163,51.67866413971007,43.16942151475257
164,52.3168596901266,42.7345991780894
165,52.74287947471786,42.43472561513098
166,52.821040140649714,41.94434420425253
167,52.24318586097876,41.361093334827416
168,52.40119590312725,40.43254229671953
169,53.20052504008206,39.72853965066462
170,52.158662144270345,39.846255094785825
171,53.51533208600739,40.22989693301472
172,52.56519144833907,40.46616317867898
173,53.25061961610257,41.37185240090309
174,53.390772023401674,40.6935057943082
175,53.07198796479064,39.65581195774704
176,54.307085529855016,39.222129497585534
177,54.90637847815727,39.33106247503807
178,53.96050223660382,39.20283242304996
179,54.07150103636651,39.5291379972141
180,54.13219888102779,39.800607109836186
181,52.48144788850898,38.67014700396558
182,52.651825230459266,39.81593822976777
183,53.73108661948721,41.11982292656189
184,53.11481091146646,40.249238268646984
185,53.80588176993331,40.16785357221168
186,53.174884686917295,39.27027262411377
187,51.97194056153456,38.316253029278975
188,52.87115104402263,38.27340847696756
189,53.19206385698311,36.64850645722156
190,52.799977886840956,35.26986934372341
191,52.633861184214645,35.35004523978999
192,52.34660363337435,34.91677024586243
193,53.54712817157716,35.07533706590665
194,53.08938272493542,35.05031179735803
195,54.07128490966506,34.76789352987192
196,52.042585661685266,34.968686841836856
197,53.71173548465861,35.281574521024915
198,52.887899068728174,35.02244597426893
199,52.42223787586853,36.005036869449505
200,53.531453432349814,36.7033125471921
201,52.55436860937223,36.922136822721846
202,54.260873642318316,36.96203430033361
203,53.23448121147731,36.29316266360605
204,52.10106338872223,35.526140836167386
205,50.240150924035575,36.08242854636174
206,49.89056387723854,36.045754685474385
207,49.29234547212423,36.374408502813424
208,48.340381647592025,36.63245246367555
209,48.63125435501345,36.937261520882124
210,49.248733959691954,36.72505748128853
211,48.476362175528564,37.90065483302187
212,48.00226269366343,38.21080816311487
213,48.841079715948226,37.82813100301348
214,49.31931479127465,38.032388065280564
215,50.01760286202027,35.927133083117766
216,49.43648638237022,35.666072455099886
217,48.44052996663426,36.72359407439056
218,47.81220312172438,37.385271707836836
219,47.03474746439858,36.43211421860671
220,46.71075150553926,36.13851172636619
221,47.33616968312755,36.76470251517749
222,47.070732609537814,37.164625474415544
223,46.095693136091406,37.549112516861236
224,46.968362305162465,37.526577139830465
225,47.48888803953127,37.05281984436805
226,46.91222756959059,36.3199750367571
227,46.15911820706027,36.38733625031081
228,46.701862397850796,37.27423963818805
229,45.715889021602514,37.16996425413727
230,46.615587007803114,37.01086511930242
231,47.07525606581276,37.2663201440866
232,46.90201492762685,37.25395834184177
233,47.331974158800136,38.23530870190163
234,46.43553860179787,37.8851816074131
235,47.23429036444117,38.00069244788792
236,46.475985221978235,38.38229106410382
237,45.30047766831313,38.51382447115405
238,45.94764615757401,38.94027964515044
239,46.336512055246835,39.74074292291874
240,46.36738962437794,40.04227649252944
241,47.870271499940976,40.94322201394667
242,47.829147306836255,41.22001142509058
243,48.54815847175853,41.09736267429863
244,48.77441778953546,40.894417298243376
245,49.175037704486954,41.1679184943945
246,50.65920342652043,40.17256426605196
247,50.0871495013762,40.28453072514113
248,51.29490383880225,40.67130767594605
249,51.59772521831408,38.80267380202979
250,50.93299715341108,39.44389805540272
251,50.26763533569288,39.54153197936013
252,48.97556594038451,39.24738554720071
253,49.45104344121506,38.72032170576614
254,49.228616243342124,38.35263730636985
255,49.177938574301926,39.14225713740506
256,48.57923413001952,38.69312405731427
257,49.48044460614293,39.94382247253016
258,49.12148294861189,39.13871009484269
259,48.81600736361656,39.733043227074575
260,48.427407243558,39.149641383835636
261,47.339324121627136,39.06138901467454
262,46.516384929788494,38.482106155907886
263,45.29937605119497,38.292581984331406
264,45.53819224446826,39.440612949585926
265,45.08971832651055,39.51063426515567
266,45.3343472070847,40.53149208544389
267,45.69226726803127,41.14903676790036
268,46.04296123392394,41.09320004268685
269,46.43989877308162,40.99495452502968
270,45.0332313520638,40.374259231354976
271,44.92390072087127,40.400726171075846
272,45.643064427166415,40.67092475739892
273,46.407107949565024,41.55638223964213
274,46.906846985560264,40.130580608399555
275,47.2768725088347,40.11623958591029
276,46.20950706257316,40.15150078503775
277,44.85331065890597,39.32097321372596
278,44.26604160318908,39.20665014388844
279,43.8298610539411,39.25720902676659
280,42.36559783993608,39.09035291689374
281,41.88254395649309,37.59233702486474
282,43.300118893386575,37.714547248692554
283,42.98406027727336,36.9652840729566
284,43.0163419524795,35.86377917385142
285,43.12239662021913,35.82329971706158
286,43.85626636232081,35.29672781638347
287,43.275388345231335,35.08187116685879
288,43.437329119119106,35.000458799916494
289,43.7475334169528,35.34615851981489
290,43.37084823573867,35.39072185995914
291,43.251044509002426,34.65846300007871
292,43.17107523289797,34.151199432019766
293,43.634932029390974,33.38341473436627
294,44.06218894527458,33.97561886114103
295,42.576568594790096,34.08042821201358
296,42.59266020556805,33.17263871656551
297,43.35717682189967,31.975783293758102
298,43.84449849552055,31.87676501665564
299,43.097409844578074,32.78325064378538
300,43.9364418142692,32.17487395014654
301,44.54261176215898,33.87252264013282
302,44.8272740964077,33.352744073960196
303,45.472631833688524,33.481916328186294
304,45.21385279067931,33.36290455371809
305,45.21061209460323,33.63935365715933
306,46.16535344790751,33.204663172957865
307,45.89481488492143,33.41209666200497
308,45.5927276128587,33.25482805187787
309,44.5430783322311,33.07869300916942
310,44.61981594905689,33.448031898144876
311,44.87555061534658,32.943607890164635
312,45.05972928675448,32.86911329160251
313,44.8137221970349,31.694136838880752
314,45.4332767470513,31.440649820317123
315,46.98119708625727,31.712364415428336
316,47.20336165086617,32.90942088297533
317,47.551294027410414,32.71686014006566
318,45.35115902981063,32.63559555739756
319,44.318926194751455,33.00464499725047
320,44.659065041360996,32.53913838701008
321,44.84863056488896,32.89794696919359
322,44.036599078123814,33.6657687035136
323,44.26387677445068,34.96926678573162
324,44.31022827998188,34.71168563332589
325,42.896480157279164,35.191656746637044
326,42.54600228996486,34.75379894323289
327,42.332306498136404,35.42884943467153
328,42.26908074368894,36.087554889355246
329,41.974475633358566,35.97825349469486
330,42.47930809476826,35.36356195196285
331,42.24840375575453,35.08026158194328
332,42.32443973810763,35.21332740125659
333,42.674306707134974,34.38405271216838
334,43.536093070430105,34.027388100330924
335,44.79156565257745,33.73768573984806
336,45.15537026474941,33.95608595118853
337,43.64164162328543,34.71187873685964
338,42.836275746384224,34.861953399418084
339,43.17152958068046,34.57675465788423
340,42.8728394476647,34.499948046675755
341,42.273586535518874,33.67785348848698
342,42.949690847560625,34.16812705061256
343,44.217743544491555,35.54758413127977
344,44.47401799557086,36.65819712642744
345,44.65989016249357,36.1685201749851
346,46.017894551053416,36.05601283865788
347,46.552877964056464,35.26158987169869
348,48.04858033691242,35.525936476057275
349,47.945389088034396,36.179351072767815
350,48.720346910344894,34.73699413634248
351,47.60087750413431,34.862031629235496
352,48.282114797307884,34.773375085805505
353,47.60993092175613,34.84733164742355
354,47.30564716517016,33.99737106399146
355,47.368822738707465,34.86669655005167
356,46.17076261393154,33.87554057176241
357,46.19660196380962,34.09803949972177
358,45.302854044497394,33.31726145074248
359,44.90032288126675,33.15963439998536
360,45.20840881408758,32.77396067602466
361,45.858384861064756,32.24537339736275
362,46.12901202788074,31.600695611409687
363,45.94179021312509,31.24359942969842
364,46.184709632516764,30.852931973465125
365,46.974543161622265,31.135268222365948
366,47.16727332673182,31.75874653157786
367,47.24868294171211,30.86283987475183
368,47.12096310284162,31.60669680031945
369,46.2195192686888,32.14835455736551
370,46.76912292810162,31.41257747573186
371,47.226883662777794,31.350375390340435
372,47.01341657352278,32.18112987540961
373,46.6683814593679,31.808930557281325
374,46.47974523235593,31.75950400557623
375,47.122075923567344,31.546784707599066
376,47.130699904720004,32.55067303933485
377,47.23882794737694,32.42783500606042
378,46.673658022248205,32.56822761240257
379,46.76859801203253,32.24982596667487
380,47.016866612900365,31.563671929437238
381,47.35110479123376,31.958638268464036
382,46.70254662157249,32.35261398991137
383,47.01101798321809,34.115077295703855
384,47.108211294858506,34.13204722856125
385,47.21734084220526,34.93375453853704
386,47.48236496058653,35.171363417472534
387,48.163035558481084,36.51422457598449
388,48.21316297107985,35.78772505582374
389,48.160869654901845,35.08567819113688
390,48.3687484373325,35.957976469403064
391,46.88559690031009,35.31450568547579
392,46.427433046185044,35.45533487892374
393,44.821373229598926,34.19522641989426
394,45.351674981373264,34.10232596919813
395,45.590927615331005,35.690879596119196
396,46.416790437258314,36.338440676755646
397,45.93513468313163,35.76756742925704
398,45.910577789993,35.63847249248158
399,45.81959567576384,35.95595104576862
400,44.99871500036163,36.24935473394989
401,46.166519325829256,35.54487172501801
402,45.65792064717575,35.61752312016318
403,45.587838582613074,35.6779803365038
404,46.4143714367692,36.257952573489085
405,46.41561442529231,35.1776827944841
406,46.388509172844145,35.10617584570419
407,45.34385684558784,34.55419544870556
408,44.925230938110744,33.333262349938664
409,45.176064028543976,32.436569445050694
410,46.72878763138681,32.32016488739769
411,46.55883655465003,31.623221927942463
412,46.928306667943566,31.420938828993496
413,47.508413131991986,32.0972635038472
414,46.329364816563704,32.1651591690544
415,45.4972265114891,33.18093554144982
416,45.045672433294456,32.14783345238556
417,43.702152218187486,31.723438172847814
418,45.01806040384307,33.314441392061134
419,44.6136438955119,34.07530710606518
420,44.05712113888349,33.74234918823457
421,44.84432628483307,33.58439245654954
422,45.52855725933862,32.120220530596406
423,44.61232372297774,32.924090823124935
424,44.83475213227913,32.17040742353136
425,43.45074619168356,32.8086838338906
426,42.50444216199492,32.561203198274825
427,41.712330852208005,32.0995371590251
428,41.213042889703736,32.37073218832019
429,41.13331728840541,30.590311619602318
430,42.16594917853555,31.547811068003234
431,42.09048912467618,32.18482228337403
432,42.24006653473811,30.73884501069073
433,42.57406883236008,30.409654909712863
434,43.723903384511004,30.12089511885801
435,41.7383741408542,30.390125327741153
436,41.392661591181614,30.90201170226641
437,40.55006741701702,31.802887712844306
438,41.15679389658459,30.86578049993053
439,41.90911422259454,32.27497751544272
440,42.98069477990016,32.36496658743097
441,43.77357107707141,32.50663922554251
442,44.263880914805874,32.37947351428646
443,43.78832572027823,33.27317326244627
444,43.19564574929382,34.32545868094417
445,44.385201870961474,34.28461855708515
446,44.73846598871767,34.765669814613695
447,45.833744345162295,34.992528599379725
448,46.54008246959154,35.472204306569125
449,45.66494298224028,35.74679754322694
450,46.1837447248949,35.44909387726112
451,46.53040512237161,35.1913418808152
452,44.41218238396458,35.33826724800237
453,43.73429958685482,35.455011588594445
454,43.19282836143498,35.01563089103884
455,43.13738890169153,34.3153639308936
456,41.945037876096514,34.05367649020611
457,43.0411604362645,34.51029468675501
458,44.598060596467846,33.5490746642074
459,45.25136374629448,33.8233680102984
460,46.364314297367116,33.735109631469726
461,46.45157985414394,33.9219579185339
462,46.865722505414915,32.668473909769574
463,46.927669109792255,34.830851770645154
464,46.59692640273378,33.46388937321156
465,46.27290865518457,32.54636064117584
466,46.65354359901425,31.762380531869752
467,47.96111442694773,30.823253917098945
468,47.701851038746724,31.41800371780096
469,48.536297598005724,31.000206657863565
470,48.71111166967144,31.233273771264052
471,47.59105670452746,32.53948271419718
472,46.92479762397232,33.06479657244569
473,47.13122300390429,32.59657896799644
474,46.449683031198845,33.26695675810223
475,46.80291366315188,32.96365475899873
476,46.38053823331023,32.14147864927534
477,45.10196265286615,31.7757847881762
478,46.17388431257038,32.08558883899391
479,46.52721641747075,31.851100548195824
480,46.11303155732169,32.64206784984729
481,46.75019200528648,32.0515729796258
482,47.76747254304258,31.563738367657667
483,47.699102962046084,31.77392705448317
484,47.241533948400665,32.30172559734895
485,47.59349059826335,31.995512394472044
486,47.94449495828976,31.504598792345206
487,47.70039680162199,30.536653232057255
488,48.771313761615,30.572688964184096
489,48.85539106117156,30.295303044250893
490,49.637693488381046,30.53079946058774
491,50.0665287162362,30.64578457902083
492,50.107969389162264,30.230833980951846
493,50.305387213349,30.76909999411927
494,51.844983930769764,30.61552755308534
495,52.97559220753673,29.928140232643397
496,52.7231330578257,29.2467282236761
497,53.10576135881039,29.426788773373087
498,53.4557668174947,29.587884836939086
499,54.763694785521245,29.59713088493489
500,55.15821548959698,27.777885196118575
501,55.98120096199591,29.12611796802599
502,57.00546368172517,28.52031738912501
503,58.214955887233536,26.69348111957193
504,59.425602293927845,26.711239144724154
505,61.02850430068415,27.18576050219138
506,59.91685008885568,25.381221914752953
507,60.88928207740153,25.398567792555813
508,60.23137782699294,25.043703848930857
509,60.48748106871863,25.129833394670726
510,59.56538886298664,25.98606673871692
511,60.02222543161228,25.56037538971308
512,60.89359020763429,25.380904757111484
513,59.93858550038708,24.707002335042915
514,60.45841539378887,24.625002994382942
515,62.225194874983124,23.997422899130424
516,61.98485798015397,23.93118403974058
517,63.129801728554014,24.397754273661857
518,63.65531637109879,23.38941928651005
519,64.62648261090625,23.13901867391258
520,64.31907811751918,23.134781303254883
521,64.01489733903578,24.575712475860993
522,63.95186797869148,24.662471985097024
523,64.90549356367733,24.501171896596613
524,64.60442514036001,23.60104751592727
525,63.1367001351472,24.24761575802683
526,63.40872670177115,24.212947769742225
527,62.223801376410364,24.46309643584541
528,61.82895928330287,23.88465402269682
529,62.61837951871228,24.732965568009735
530,62.22777599974294,24.519679240860448
531,61.95970494262119,22.806682645839544
532,61.84979736138059,23.434292715045082
533,62.64247620887479,22.69692282243415
534,61.73770494177967,22.688245401675683
535,60.88634238332295,22.972864647840105
536,61.08506265973043,22.689751435096294
537,61.38487200772213,22.010007209381786
538,60.469236308116756,22.18517472805362
539,59.99513252324072,22.75500810878226
540,59.295287344650326,23.026121247694135
541,59.517954200866576,22.47586943160571
542,59.68311200386466,21.668934425168906
543,59.3257064904892,21.96656564712859
544,58.84201632608054,22.026554506527855
545,58.906909830722604,23.126560996272737
546,57.88193979510263,22.395763648906666
547,57.25144115728542,22.454098497451692
548,56.06589241346061,22.638793621567885
549,56.05933088726058,23.574606539731683
550,54.32192450271203,23.7394998119621
551,53.875881968492344,22.95269696063469
552,53.99540126474453,22.053798196904793
553,54.42836357395401,21.183124814258605
554,54.92384843941731,21.78339296524287
555,55.79128279094007,20.88546273801236
556,54.73892098423712,19.654178801807923
557,53.61641033068171,18.678100960917202
558,53.817648611689144,20.40619597670926
559,54.64005569896546,21.328319267135303
560,54.082990979285455,20.497361317275434
561,53.367983354409446,20.64763316450685
562,53.63271201018507,20.55454100439878
563,55.32346183843404,19.58841801341746
564,54.72476379004074,20.15107783704402
565,53.67026431828311,19.889548361392688
566,53.546207433216416,19.76406801403934
567,54.259655889654475,19.679233729362068
568,53.141247947346784,19.47291213956121
569,55.0408599089935,18.77980059749097
570,55.3144778263937,18.58008404242411
571,55.013520316882655,19.14081823705593
572,54.56745790065909,18.805483033141275
573,55.40991727113548,18.296331331867936
574,55.80007021553377,17.768401598546713
575,56.64351678351396,17.50578120082758
576,55.828316942165515,17.38474490969
577,54.926615385627684,16.480964447210024
578,54.343434582398636,16.173702968671297
579,53.948949071778166,16.02462356942973
580,53.43823685793224,15.709938930788828
581,54.343536590676436,15.339469212142916
582,55.56615859296076,14.31007002971422
583,56.04296430620625,14.637993962816354
584,55.43113941674438,15.184338376186021
585,54.124941781421995,16.261473460480666
586,54.156374038998436,16.824884043711677
587,54.1324613117153,15.960141725162382
588,53.62408283470675,17.252295809741206
589,53.51636985966569,17.120333001991735
590,53.01586822913207,18.14783562143359
591,53.1255963745568,17.833791633366516
592,53.386835716673346,18.16621889211467
593,53.23581037476755,20.068320793160783
594,53.38315458186201,20.19947094535087
595,53.03994832700895,20.96058039224655
596,53.873827280489515,21.45457887800685
597,53.99036970992319,21.787791717013548
598,54.98648919396987,24.053029905471778
599,54.11120797049397,23.62848194772444
600,53.7345887611422,22.434183826363572
601,54.69652513769448,22.271522362897944
602,55.86181224087151,22.080726502287018
603,54.80835310556755,20.946977745727
604,56.07802815263943,20.091791497903944
605,55.87555090044617,19.70571220090992
606,55.42450394100842,21.077415529757864
607,55.64061470139283,20.272889292294046
608,56.80258200452683,21.297322479687416
609,55.51579040361859,21.66957391013305
610,55.560987853039805,21.753799516435382
611,54.630487118186515,21.002441709959026
612,54.47490049626923,20.531108766024957
613,55.4072003512684,20.32410149727003
614,56.09784656256995,20.503227408226955
615,56.96486855964586,19.130738445241832
616,57.07942929444478,18.370551439121215
617,57.505785556909885,19.30654028157651
618,56.80089132149451,18.024092576886623
619,56.95634397655578,18.03616940949472
620,55.733536983016116,19.81343271811612
621,55.34839752697181,20.271149198666084
622,55.10874251010978,19.377148734549912
623,55.910374444269614,19.438951719243736
624,56.003798547595636,19.688731827214816
625,56.77054315986246,19.549806557169415
626,57.44029202345182,19.310163216734868
627,57.86953442425502,19.334486347814344
628,58.889706598248075,18.457034307071524
629,58.19907407262733,18.950357417220896
630,58.278446488323965,19.632124860920175
631,58.688917415356265,18.670160823551054
632,58.484749777551656,20.425565232136364
633,57.579727299009335,20.63324441192588
634,57.981616290358616,20.88748171347773
635,58.258940158318495,20.256398708506204
636,60.18142235738496,20.171995178296974
637,60.26288208069927,20.23135842035301
638,61.27087778320178,19.800459552787597
639,61.10615633036133,19.274165844044543
640,60.677131052812896,19.483351928891935
641,62.168555499006615,19.034842408778246
642,61.77355265260417,19.770240556156274
643,60.68959604353808,19.29168078371429
644,59.92855495159756,20.459751979836106
645,58.291438993759144,20.061932757933803
646,58.85540402109277,19.857199932329756
647,58.97512575728392,19.51667882598463
648,59.61683164965752,18.991150735419822
649,60.39086620364108,18.037224798653355
650,59.17904035165082,18.996386491009126
651,58.96983503037791,19.733323496613277
652,58.327936183014536,20.784323838985063
653,57.38525203412296,19.453543100830043
654,57.91030651496589,20.434573599862762
655,58.09541608857619,21.008259742226343
656,57.44592917554896,20.748450370334695
657,56.42932376818561,21.099354719306813
658,57.422735680016515,20.28373850761846
659,58.04114994441509,20.3939058668699
660,58.29189597012631,19.72050473157607
661,58.773304133904084,19.338811239766084
662,59.21203604211999,19.586298115027184
663,58.48613578119262,19.296614896536475
664,60.21999939094467,19.910053189964813
665,60.56664695218972,20.896738914239968
666,60.22470671557341,20.662233264435656
667,59.71800178524857,18.620092968015097
668,59.86565496895624,17.948912118020054
669,59.53846546260849,17.426295318534777
670,58.83173438122081,17.426819979528847
671,58.89532853207613,18.031804684951883
672,58.39833067905801,17.77670486415894
673,58.599190362728386,18.50797958310596
674,59.87594200019003,18.42847308248612
675,60.15683033662609,17.543906497527008
676,59.02331539808573,17.590314466025216
677,59.8422438244609,16.857566118475237
678,60.70875781088739,16.714233155628467
679,59.038972464986514,16.51445899354828
680,58.72148562338643,16.580380582759187
681,57.14301163457306,17.330174391625537
682,57.78197899204517,17.91652128206137
683,58.89795815997516,17.24675757762063
684,57.91228459900995,17.695714823887183
685,58.094520261099014,18.14903803868966
686,59.414445921622175,17.917273778547855
687,58.234830957266425,17.73664563981479
688,57.8113108040592,18.03048701635043
689,58.22613172706387,17.335378124361824
690,57.63730005390115,17.55232317447148
691,57.30705468176621,17.16018194834257
692,57.57754785101084,16.69895207197329
693,58.40236277424553,16.07007779282535
694,58.325330437816525,15.158528851708494
695,58.57621046903245,14.11579231694042
696,57.841422133772504,13.756811417273259
697,58.47273292227387,14.23045092023701
698,58.46303688619811,14.849097010905194
699,58.628602150217255,15.010586545928001
700,58.36796791158532,14.695987467910005
701,59.670759441370684,14.350548519784974
702,59.36668522317824,14.487181721294858
703,59.25043467633173,14.155738367159595
704,58.88722219358697,13.659402107026738
705,58.28622324324024,13.483116138848642
706,59.44081491498915,13.361770500542708
707,58.68041883814458,13.353819162231511
708,58.88978624067668,13.848989735137467
709,60.90363663281128,15.540875426100527
710,61.13097716376708,15.5485993776682
711,60.925797274240686,15.365160145754432
712,60.76715149154969,15.055866010694373
713,61.1097280138519,14.932277864211573
714,60.675668384539904,15.65596268518085
715,58.91300069940218,14.286949217151669
716,58.38435442250456,14.464685437463295
717,57.88144443436969,14.787597321560815
718,56.91102651569312,15.481665260389278
719,56.08714481489685,16.868889977639775
720,56.827010350367814,16.37473224107456
721,56.56228590473618,15.995178218004371
722,55.70029372038289,16.56488848070822
723,54.4501534754619,16.323099635430637
724,53.68075453535086,16.014628319980265
725,54.3880905907372,15.181005060837812
726,54.22869636732365,16.354731647835234
727,54.8876269903981,16.03997897153517
728,55.62038212215779,15.635565245699992
729,56.81942285854776,15.300054253952089
730,57.20453921496348,14.438739401832263
731,57.68612714609711,14.700607569524829
732,55.8837935204102,15.124106688847196
733,55.94757445663166,15.135246425867537
734,55.78272328459056,16.2192133430719
735,55.96369631275304,15.776937689704672
736,55.44554893135938,16.34865446313863
737,54.239528320132834,16.58852478873629
738,54.815468754074644,15.542830388364834
739,56.5167719707149,14.66919724324085
740,56.86806333445615,15.022992688294691
741,55.82930092015055,15.663540279293805
742,56.589813504485434,15.37575882790637
743,57.38358794959166,16.11626742579484
744,56.89916599524333,16.03358277087306
745,57.564480803702395,17.02778515777313
746,57.66155107262374,17.93838373698313
747,57.55599745203873,18.020046741834182
748,57.99752475677803,17.525332473141077
749,57.82166910991238,17.61236986385805
750,58.11007139505508,18.05424743389612
751,56.4401903741738,17.277122915679108
752,55.71168845987291,17.40307421672109
753,56.85639316703193,17.538042308404666
754,55.928979730596616,17.788664057685516
755,55.9186398664609,17.34078369888948
756,56.32459765114684,16.47214216671582
757,56.40333223569506,16.055375110419586
758,56.702051037476515,16.142684892777954
759,55.6555949144316,15.08277386913549
760,56.23406348302397,15.941089700165099
761,57.63475924008961,15.565588915221497
762,57.31829453783045,16.395389811159806
763,57.49466970318302,15.925200839678597
764,58.0629782665339,15.944665806846034
765,58.47471694247231,15.885310586242753
766,58.23928450003912,16.24754884542964
767,57.76188641477114,16.593816227030167
768,58.636404192451515,17.199788764769004
769,59.00765795339037,16.66906596808976
770,58.964698809460415,15.457257147168669
771,57.71788239589861,14.684565737798223
772,57.83556481718274,14.432946243662212
773,58.22803306890823,15.475520322286432
