timestep,soil_organic_matter_N0.8_C2.5,soil_pH_N0.7_C2.8
774,58.556349835083346,15.132359237369347
775,58.2255299898097,15.414625504538744
776,57.87779685268905,15.205087158425322
777,58.80618617942432,15.083976827270085
778,58.886233810117744,13.991687369617008
779,57.92662936544031,14.514475571299153
780,56.4360217972913,13.795302898121223
781,57.67867500200886,14.518106015968405
782,58.40082805715602,15.097456590858187
783,59.99549235759623,15.037108696305939
784,60.55100055373059,13.323891579966583
785,61.742512876914994,14.377064985418295
786,61.40503167181077,14.038487875102629
787,61.18203057551248,13.873388616041316
788,60.851755707818526,14.261411931485307
789,58.884396456524186,13.752185687013187
790,58.81422438625577,13.56797260224038
791,58.012600371303925,14.439620707614708
792,58.1915782885512,14.940078196693277
793,60.50316115652622,15.802266627596017
794,60.2601507213838,15.210602362525265
795,61.827140944709015,15.403321574534566
796,62.622697991931915,15.68751387812011
797,63.528895828128675,14.696813179912553
798,61.95568705855624,15.811229510733959
799,61.57613547132237,16.737617942812594
800,62.61392974151522,17.55716089891023
801,62.94722656173175,17.7332987695977
802,62.42159206681014,18.115922297663012
803,63.72289841895981,17.913688182844798
804,63.63984193268259,17.42746781561017
805,63.432111238917685,17.267078345890017
806,63.10808163828278,18.723857501896404
807,63.004653425373064,18.58598265392863
808,63.491160724299554,17.738195386981644
809,64.15358603794768,17.59311130786206
810,64.51520627764971,19.276924763444786
811,65.19220411220488,19.693057268090634
812,64.39122350672149,19.069769740777513
813,63.346940945247816,19.495931546186846
814,62.75190985292875,19.9217159415918
815,63.6721539461395,19.80948488872719
816,62.673424415118795,21.170074139965237
817,62.148144408122725,21.92913302580412
818,60.915195680638874,22.358426004934273
819,60.931382958066344,23.28443915095111
820,60.62046646571339,23.1556720200019
821,60.32408606045291,23.537733725096047
822,60.48799783438742,23.631585652486674
823,59.76004705313024,24.003873587883927
824,59.50694499085726,25.38787573629494
825,59.328213327805976,25.348027407666155
826,58.55274618743115,26.02056052843645
827,58.50108363074881,25.827917947481197
828,57.72671129337604,24.80051199532799
829,58.180539727834905,25.801473569882205
830,57.714078156984364,26.387571663237154
831,55.32210928754491,26.14164082286545
832,55.31797248440144,27.061133105184012
833,56.59350998773568,28.187073687189937
834,56.48582849025275,28.304755852312287
835,56.81758284532452,27.395228845014497
836,57.66958847527247,29.008378512452623
837,56.69621996539847,28.508964449578578
838,55.81963157369852,28.172800965918317
839,56.05015930069028,28.505110131020746
840,55.81002403022502,27.715900284979323
841,55.55909137919934,28.94532972841633
842,55.878534328359436,28.68790891149111
843,56.84618010710073,29.38679151552728
844,56.73095811751554,29.613620792464147
845,56.63666809574131,29.589026451283715
846,57.72137519205902,30.241258369322555
847,57.364550783001306,29.56670099295928
848,58.17670623245829,28.941403114909345
849,57.343217354670735,29.37930460085916
850,56.95025031796779,28.545575599443097
851,57.965936371608,29.003565207006247
852,58.009846130772075,28.178745115197838
853,58.45944139410435,27.246757950508908
854,58.65849874213319,26.326793266371116
855,60.4122530930669,25.610315783861815
856,59.773142304278586,25.14313289470357
857,60.36735324228616,24.956005410598863
858,59.443379025275235,24.408910837125223
859,58.80656818923968,25.316326284630506
860,59.29067153728853,26.062802160440736
861,59.65457369668911,24.965428050693493
862,58.64250793562651,25.096225676370448
863,59.0916311934914,24.76465010423658
864,59.602393286701435,23.858745863495567
865,60.11319081121769,25.536618877743724
866,59.36068649702175,25.342337388625005
867,59.0775679056163,22.384826120927812
868,59.596270906887625,22.062752218541817
869,59.97139628628787,22.314622249008792
870,61.9620700223259,22.45209927156381
871,61.42527769886664,21.513272412118894
872,62.48221405976051,21.5300531633496
873,61.60466715507658,22.04112546181217
874,61.9073034289068,20.95077708385432
875,61.5583980437702,21.238662463607135
876,61.85531692494493,20.87077457938094
877,62.84624657775483,19.994952597138706
878,61.85604556954514,19.883127221167108
879,63.10344572191632,20.642028986880163
880,62.25142290140651,20.526935774928052
881,62.98870187014812,19.810859930707675
882,62.47763391680095,19.32453741385564
883,61.99871492264911,19.66306973484103
884,62.212692835221276,20.338427485181246
885,62.20117340678319,20.392280765366618
886,62.34710275374472,20.395877028069098
887,63.604728081840015,20.939685343999475
888,61.76261825441738,22.30919913067697
889,61.98617066841921,23.140206371898127
890,59.504928178245024,23.737057532531807
891,59.944611691212266,24.081462535368182
892,59.27859187349804,23.99428962759452
893,59.85243563885392,23.5068361075623
894,60.22069916085433,23.22196152960246
895,58.63591466715829,24.200677698226297
896,57.359470904926866,24.59703878428696
897,57.613534583098044,24.366350654937367
898,56.578108452162674,24.316133995559184
899,57.04737654831514,24.953687285700337
900,56.35958737416523,23.822026099794815
901,55.5158095017412,23.355444108188376
902,55.41208817156021,23.13670845022032
903,54.88958373447873,22.032092827046398
904,55.09867087088352,21.414561892016938
905,53.60818891089584,21.569537436394032
906,52.90865554141587,21.93178714790493
907,52.77862498964365,22.353692447525994
908,52.467523887429174,22.986913019608537
909,53.16525053499011,23.333867019744204
910,53.537894437245335,22.88882828464573
911,53.40500524495171,21.74207303951553
912,52.991962895151346,22.215117675816217
913,53.89933508233844,21.815431396823115
914,52.71093330106252,22.829389242049483
915,53.10546095324041,22.001052453532616
916,53.288217811740935,21.627777065764388
917,53.390199755391265,20.87405015166314
918,51.73445835901154,21.23541562052415
919,52.091829941667505,20.02838689211332
920,50.662359052835235,20.162013732272374
921,50.019086778052824,20.01001594268937
922,50.07490374172914,19.748402820396752
923,51.4503658415827,19.04062003562577
924,50.541484805874546,18.45171001581051
925,51.93659147692953,19.545938554269366
926,50.64817813310542,20.496156808650333
927,50.08006605488825,20.79425689279664
928,50.971090504819955,21.206234456590217
929,49.126473996439756,20.9950972375551
930,49.46118583069447,20.28959387523001
931,48.428104300672146,20.735275521523217
932,49.629435606406254,20.08725044958711
933,50.542658597719885,19.44237830422062
934,49.92325863920406,20.318993738302176
935,50.69155941725064,20.33815252560739
936,49.98069890228821,21.55639680618073
937,50.747168363931934,22.91547186856035
938,51.02998424073677,23.11132215695306
939,51.67289233817549,23.26759399094928
940,52.402862415417964,23.792963048972965
941,53.61949224938205,25.830772606096023
942,53.411818031166995,24.85981028595985
943,53.77277092156414,25.522135626709215
944,54.58737635312858,24.156790320510616
945,55.22320887209349,23.247471145691506
946,54.78736397102784,23.742576246417123
947,54.552135326614476,23.908394630363542
948,54.48025222925133,23.823882673692832
949,54.65329877960863,24.105128137699428
950,54.39064563084326,23.67714403765841
951,54.472738468465295,23.968008717990344
952,54.59085815479348,23.489172875336823
953,53.39170616193121,22.99430984519666
954,54.136383262125065,22.137499300478105
955,54.83819507425491,21.884909809717687
956,55.800253577610626,21.523686143937187
957,56.51110537036736,22.19647408758654
958,57.65323648748961,22.846788203656732
959,58.00988094824742,20.273842141220335
960,58.372462590531484,19.57506637915274
961,59.248606900647324,19.905615861219836
962,57.83476472362573,20.14816824260396
963,58.85270558396006,20.181813765062874
964,59.359225462673415,20.290947503141606
965,60.59395242407009,20.627719266506514
966,60.56465399452741,21.00553549379767
967,61.62529804313508,21.6829776627233
968,61.11581176704457,21.18313291621011
969,60.331674558334356,21.29237903022976
970,61.34107870483536,21.39264007192375
971,61.404502048171,19.695841106668475
972,61.68300676259649,19.361477756484277
973,62.619642919259434,18.93194714697133
974,62.25578675791963,18.771135379080715
975,61.88029941396834,19.554919298314545
976,62.27197826365627,19.587807701458892
977,61.62730513030336,19.96018842909752
978,62.65139239776527,20.067438480390948
979,62.48598159314179,19.8398172244048
980,62.94992490421801,20.022030302890865
981,62.49755385462331,19.724055551727048
982,62.60130536292034,19.41469822495949
983,61.313799158858814,20.243867931858244
984,61.06428338933719,20.12986167704833
985,61.047923407466975,19.68626265793351
986,60.945610514780384,21.57527644575618
987,61.991335269057814,20.985742916382975
988,63.08425676619561,21.081632028796808
989,62.5652228031593,20.5180480995457
990,62.69974411336426,19.474019814800332
991,61.081472275178065,20.214238051181805
992,59.937035202482114,20.489174291979463
993,59.901548282832216,20.716412955436397
994,60.31769826570234,20.497085517541002
995,60.03177172123015,20.948519510834107
996,61.401078434807744,20.86781642450948
997,60.52454547375193,21.494106598516563
998,59.20173993780149,20.62215043387942
999,58.405234575233614,19.70102340948003
1000,58.03010926875396,19.65949564647044
